@relation 'SRS 70-weka.filters.unsupervised.attribute.Remove-R19'

@attribute battery_power numeric
@attribute blue {0,1}
@attribute clock_speed numeric
@attribute dual_sim {0,1}
@attribute fc numeric
@attribute four_g {0,1}
@attribute int_memory numeric
@attribute m_dep numeric
@attribute mobile_wt numeric
@attribute n_cores numeric
@attribute pc numeric
@attribute px_width numeric
@attribute ram numeric
@attribute sc_h numeric
@attribute talk_time numeric
@attribute touch_screen {0,1}
@attribute wifi {0,1}
@attribute price_category {0,1}

@data
1646,0,2.5,0,3,1,25,0.6,200,2,5,1608,686,8,11,1,0,0
895,0,0.5,1,6,0,16,0.3,164,8,14,1575,3122,7,4,0,1,0
1549,1,1.8,1,0,0,62,0.7,91,4,4,990,799,7,9,0,1,0
771,1,0.5,0,3,0,25,1,86,4,6,922,770,12,20,1,0,0
1097,0,2.1,1,6,0,64,0.2,161,3,8,1914,1725,14,9,0,1,0
623,0,2,0,2,0,6,0.1,127,3,4,672,3657,17,19,1,0,0
672,1,0.5,1,0,0,54,0.9,95,4,11,1143,667,17,14,0,0,0
904,0,1.8,0,3,1,35,0.4,168,3,4,507,1360,15,11,0,0,0
1039,0,0.6,0,5,1,6,0.1,136,6,8,544,3212,15,7,0,1,0
1337,0,0.5,0,13,0,31,0.8,186,2,20,644,2180,7,16,0,1,0
1110,0,1.5,0,2,1,12,0.3,153,8,5,1950,624,9,15,0,0,0
587,1,2.3,1,4,0,6,0.7,170,1,16,1793,2777,9,14,1,0,0
829,0,0.5,0,0,0,56,0.6,129,7,1,1916,820,12,11,0,1,0
1979,1,1.6,1,0,0,32,0.2,165,7,1,1630,452,13,14,1,0,0
864,0,1.7,0,3,1,35,0.3,103,3,7,1805,1904,12,13,1,1,0
1845,1,0.5,1,10,0,61,0.3,96,1,12,695,1731,9,6,0,0,0
1936,0,2.1,1,10,1,46,0.6,104,3,20,1036,2552,14,13,0,0,0
1126,1,2.4,0,2,1,10,0.4,160,6,3,1611,2050,7,12,1,1,0
1530,0,2,0,11,0,42,0.8,177,6,13,1975,725,11,19,0,1,0
1861,1,0.9,0,4,1,55,0.5,148,7,8,1877,601,7,4,0,0,0
1788,1,0.5,1,15,1,2,0.3,150,6,20,1073,2655,12,4,0,1,0
695,0,1.2,0,1,1,41,0.4,169,8,8,1211,2282,5,17,1,0,0
820,0,0.5,1,2,0,58,0.3,160,4,4,694,1284,17,17,0,1,0
1266,0,0.5,0,0,1,5,0.1,95,6,9,1698,1687,11,18,0,0,0
1021,0,1.3,0,7,0,9,0.7,192,2,12,1793,1355,6,14,1,0,0
1664,1,2.9,1,9,1,15,0.5,177,7,19,1929,1968,12,9,0,0,0
1345,1,3,0,7,1,38,0.1,162,3,11,1465,1322,9,15,0,0,0
612,1,0.7,0,6,0,35,0.6,181,5,12,1337,3169,14,6,0,0,0
1227,1,1.1,1,0,0,34,0.2,130,3,3,1781,1324,7,12,1,1,0
1721,1,0.5,1,4,1,33,0.5,128,4,5,1048,707,19,5,1,1,0
930,1,0.5,1,3,1,34,0.5,190,4,16,1726,2131,7,6,0,1,0
744,0,1.7,1,0,1,33,0.5,105,4,2,1963,2700,9,19,0,0,0
733,1,0.6,1,0,0,63,0.3,105,7,10,1739,984,17,9,0,1,0
1093,0,0.5,0,1,1,31,0.6,171,2,12,1420,1646,12,6,1,0,0
1083,0,1,0,6,0,52,0.9,126,2,20,1469,681,19,19,1,1,0
589,1,2.3,1,1,0,61,0.6,160,4,10,815,2113,13,2,0,1,0
1536,0,0.8,0,12,0,13,0.3,105,7,20,1634,2020,6,16,1,0,0
1481,1,0.7,1,4,1,37,0.6,96,5,13,1533,2945,10,16,1,1,0
940,0,2.9,0,0,0,16,0.7,115,4,1,1090,2192,15,9,1,1,0
1197,1,0.5,1,9,0,20,0.1,129,5,10,1710,2885,19,14,1,1,0
951,0,0.5,0,6,1,15,0.6,81,2,17,935,1083,16,16,1,0,0
635,1,0.5,1,2,0,42,0.4,149,3,4,1059,2973,12,18,0,1,0
1972,0,2.9,0,9,0,14,0.4,196,7,18,952,1316,8,8,1,0,0
1156,1,2.7,1,1,1,30,0.9,173,3,16,1913,2735,16,13,0,1,0
1342,0,2.8,0,1,0,50,0.1,173,1,8,620,2644,7,11,1,1,0
671,0,0.9,1,10,0,30,0.7,105,7,17,1182,2504,6,15,0,0,0
587,1,2.5,0,16,1,51,0.6,111,1,17,1361,2746,10,7,0,1,0
1249,1,0.5,0,3,1,55,0.8,140,3,8,1193,531,18,13,1,1,0
1936,1,1.9,1,13,1,34,0.2,182,7,14,1089,1671,6,9,0,1,0
1939,1,2.8,1,0,1,55,0.6,199,4,10,520,1047,14,18,1,0,0
1087,0,1.3,0,0,1,16,0.3,166,3,9,589,690,14,6,0,1,0
565,0,0.6,1,1,0,50,0.1,158,2,8,703,2156,13,6,1,1,0
1540,0,0.7,1,1,0,60,0.8,197,7,12,822,1591,19,2,0,1,0
827,0,1.1,1,2,1,18,0.9,160,2,16,821,1663,14,17,1,1,0
909,1,0.7,1,7,0,47,0.1,146,3,9,1643,1244,14,16,1,0,0
1183,1,0.5,1,3,1,48,0.1,120,8,12,1010,1152,8,3,0,0,0
1874,1,2.7,1,10,0,8,0.9,166,7,13,1233,1246,8,2,0,1,0
626,0,0.7,1,2,1,23,0.5,187,2,9,1334,3458,7,11,0,1,0
767,0,1.5,0,4,0,28,0.7,175,4,10,1517,527,10,15,1,0,0
816,1,0.5,0,4,0,14,0.9,198,3,13,558,1018,17,15,0,0,0
1210,1,1.6,1,9,0,57,0.5,111,4,20,1039,1886,16,17,0,1,0
1083,1,2.9,1,1,1,39,1,173,8,2,542,3248,8,6,0,1,0
1159,1,2.8,0,5,1,18,0.5,83,1,7,723,2246,8,3,1,0,0
775,1,2.5,1,1,1,10,0.1,185,7,14,1555,1719,19,18,1,1,0
1049,1,2.2,0,9,0,63,0.5,135,5,17,1077,1022,11,13,0,0,0
1953,1,2.1,1,7,0,56,0.1,158,8,9,764,2334,11,4,0,0,0
511,1,3,1,5,1,34,0.9,125,8,13,1285,3265,14,14,0,0,0
569,1,2.5,1,0,0,41,0.3,124,1,1,605,2651,17,4,0,0,0
682,1,0.5,0,4,0,19,1,121,4,11,1064,2337,11,18,1,1,0
1799,1,0.5,0,0,0,49,0.4,107,4,2,1383,720,12,11,1,1,0
1289,0,0.9,0,10,1,25,1,178,6,12,899,1043,6,11,1,0,0
1509,0,0.6,1,5,0,50,0.3,81,4,8,1684,1540,12,3,1,0,0
1851,1,1.9,1,3,1,12,0.9,198,6,11,1967,735,7,14,0,1,0
1856,0,0.5,1,0,1,24,0.1,155,5,1,1155,2052,17,10,1,0,0
501,0,2.3,0,12,1,54,0.3,131,4,19,1089,2346,13,2,0,1,0
1997,1,1.8,1,1,0,40,0.5,185,4,8,1212,1655,7,15,0,0,0
1362,0,0.5,0,3,0,25,0.8,131,7,9,1505,995,7,18,1,1,0
1066,0,1.6,0,5,0,39,0.6,131,5,17,1586,2728,6,17,1,1,0
846,1,2.6,0,0,1,58,0.1,123,4,15,1983,2248,16,13,0,0,0
1929,1,0.5,1,0,1,19,1,163,6,2,1051,1913,12,6,1,0,0
1076,0,2.3,1,0,1,14,0.7,191,5,0,1718,2355,17,2,1,1,0
733,0,0.8,0,7,0,16,0.4,138,4,12,1787,2648,12,19,1,0,0
1163,1,2.1,1,0,1,19,0.9,132,2,1,818,2940,13,15,0,1,0
1175,1,1.7,1,1,1,45,0.6,167,2,7,557,2240,10,5,1,0,0
701,1,0.7,0,7,0,15,0.5,160,3,11,1256,1756,6,17,1,1,0
1918,0,1.9,0,2,0,10,0.6,110,5,10,1543,1717,7,16,1,1,0
1404,0,2.1,0,16,0,44,0.9,151,1,20,1880,1196,10,5,0,1,0
1442,0,1,1,0,0,27,0.1,192,3,19,687,2227,6,20,1,0,0
676,0,2.2,0,1,1,39,0.2,84,1,5,1011,2064,13,6,0,0,0
1815,0,2.8,0,2,0,33,0.6,159,4,17,748,1482,18,2,0,0,0
571,0,1.6,1,8,0,35,0.2,186,7,20,1282,2598,13,8,1,0,0
1762,1,2.5,0,10,1,15,0.3,107,8,11,1364,2183,8,11,1,0,0
1303,1,2.1,0,6,1,10,0.4,109,8,15,1873,2219,9,15,1,1,0
748,0,1.4,0,0,0,25,1,110,7,14,709,1974,17,13,1,1,0
826,0,0.6,0,3,0,62,0.7,187,4,19,1615,1998,17,17,0,0,0
1665,1,0.5,0,3,1,60,0.2,194,6,18,1684,1601,18,14,0,0,0
1410,1,0.5,1,0,1,15,0.3,92,3,1,1311,2304,18,18,1,0,0
1593,1,1,0,0,1,52,0.7,130,8,0,1336,1354,15,13,1,1,0
1469,0,2.1,0,0,0,8,0.7,123,7,0,1133,1052,8,3,1,0,0
869,1,1,0,7,1,57,0.6,118,1,15,1584,2727,13,8,0,0,0
1901,1,0.5,0,5,1,41,0.6,131,2,17,1662,368,5,12,0,0,0
1650,0,2.3,0,0,1,38,0.7,89,1,1,881,324,14,2,1,1,0
1744,1,1,0,1,1,20,0.5,112,8,3,718,1205,18,14,0,0,0
1763,0,2.9,1,1,1,53,0.2,101,4,20,806,2066,12,17,1,1,0
1154,0,1.1,1,2,1,5,0.2,98,1,13,1240,1470,12,12,0,0,0
920,1,0.5,0,2,0,46,0.8,149,3,3,1421,2608,6,2,0,1,0
1726,1,0.9,1,2,0,51,0.6,193,4,3,1223,2239,13,13,0,1,0
649,1,1.4,0,4,1,19,0.8,190,7,12,1551,739,18,2,1,0,0
879,1,2.5,0,11,1,14,0.7,83,6,15,1105,349,16,2,0,1,0
1368,0,3,1,10,0,50,0.2,97,7,18,829,2496,13,5,1,1,0
1031,1,2.1,1,2,1,11,0.1,121,2,9,1247,2385,11,16,0,0,0
1355,0,2.3,0,10,1,23,0.2,132,5,16,891,880,19,8,1,0,0
1583,1,2.1,1,11,0,14,0.7,148,7,16,1651,1704,17,2,0,1,0
712,0,2.5,1,1,0,49,0.6,99,6,3,1743,401,5,10,0,1,0
1522,1,0.7,1,4,0,28,0.2,124,1,5,1191,1368,14,17,0,1,0
1552,0,1.2,0,10,1,53,0.3,180,8,18,658,2606,13,12,0,0,0
1113,0,0.6,1,0,0,25,0.3,145,1,10,1312,277,11,12,0,1,0
1504,0,1.5,0,12,1,34,0.7,142,8,15,973,2806,7,7,0,1,0
1926,1,1.7,1,1,1,33,0.4,172,3,2,1157,2488,6,14,0,0,0
640,0,0.6,0,0,0,20,0.1,163,4,15,1179,2844,7,18,1,0,0
1054,1,1.8,1,3,1,40,0.8,196,7,10,774,2296,16,12,0,1,0
865,0,1.2,1,8,0,59,0.1,159,3,9,1804,2361,16,19,0,1,0
571,1,2,1,5,1,58,0.6,101,6,11,1536,555,19,11,0,1,0
1402,1,0.6,1,3,0,46,0.3,87,7,12,1767,347,17,12,0,1,0
1602,1,2.8,1,4,1,38,0.7,114,3,20,788,1037,8,20,0,0,0
1813,1,0.6,1,0,1,5,0.2,198,3,8,1306,759,9,14,1,0,0
555,1,0.5,1,2,0,17,0.2,163,5,12,1010,343,19,3,1,1,0
1576,0,2.6,0,7,0,58,0.2,90,3,16,631,336,14,13,1,1,0
765,1,2.5,0,3,0,44,0.3,88,8,11,1851,2256,6,19,1,1,0
1067,1,2.4,1,3,1,40,0.6,122,8,15,1989,604,16,11,0,0,0
798,0,0.6,1,6,1,21,0.5,110,2,12,1951,1647,12,3,0,0,0
1322,0,1.7,1,6,0,7,0.8,140,3,9,1990,1418,19,12,1,0,0
1109,1,2.8,1,6,0,57,0.9,151,1,12,833,2785,15,16,0,0,0
568,0,2,0,1,0,36,0.3,179,3,4,1703,950,17,9,0,0,0
1310,0,1.4,0,0,0,33,0.4,105,1,14,1016,1301,13,19,0,1,0
1138,0,1.1,0,5,1,48,0.6,109,3,14,1777,2048,6,18,1,1,0
1347,0,1.5,1,10,0,56,0.3,95,1,19,1528,2456,13,13,1,1,0
1122,0,1.2,0,9,0,2,0.6,120,4,14,790,3291,11,13,1,1,0
1713,0,3,1,5,1,20,0.9,104,7,17,890,971,11,10,0,0,0
916,1,2.6,0,0,0,36,0.3,195,4,12,992,1470,13,14,1,0,0
1194,0,2.3,0,6,1,34,0.2,165,2,12,509,313,15,19,1,0,0
1470,0,2.2,1,4,1,33,0.4,138,7,10,1988,1633,18,4,0,0,0
1278,1,0.5,1,1,0,54,0.1,104,8,16,750,1155,7,20,0,1,0
718,1,1.6,1,1,1,30,0.4,93,3,12,997,1601,10,12,1,1,0
835,0,1.1,1,2,0,7,0.2,101,4,7,1604,1181,13,15,1,1,0
737,1,2.4,1,7,0,49,0.6,193,4,16,1463,2951,7,10,1,0,0
728,0,2.7,1,0,0,25,0.2,88,4,1,1529,2039,5,12,1,1,0
1840,0,0.5,1,12,0,34,0.7,142,1,16,1545,1078,8,10,0,0,0
1225,0,0.7,1,6,0,60,0.1,107,2,15,1567,2423,17,6,0,0,0
675,0,2.3,0,10,0,60,0.9,144,5,15,757,1735,7,13,0,1,0
672,1,0.6,1,13,0,61,0.1,194,5,20,1127,1457,14,20,0,1,0
1254,1,2.3,0,0,1,44,0.2,149,1,10,1021,3011,7,12,1,0,0
1823,0,2.8,1,11,0,10,0.6,81,8,19,1250,1812,5,19,1,1,0
595,0,2.6,0,0,1,20,0.4,122,2,18,816,1593,19,2,0,1,0
1948,0,2.9,1,4,0,5,0.2,136,1,13,700,361,6,10,1,0,0
1783,1,0.5,0,8,0,14,0.6,183,8,11,1566,1816,12,7,0,1,0
1314,0,2.9,1,8,1,41,0.1,155,4,12,577,626,10,4,1,1,0
697,0,2.7,1,5,1,20,0.4,173,2,6,1477,259,12,4,1,1,0
1991,1,1.8,0,11,0,9,0.7,94,3,12,1377,1511,17,9,0,0,0
1504,0,1.9,1,7,1,25,0.3,152,4,9,1853,1788,13,13,0,1,0
1656,0,1,0,5,1,34,0.1,166,3,7,1456,1629,15,14,1,0,0
1547,1,2.9,0,2,0,57,0.4,114,1,3,957,1620,9,19,1,1,0
842,0,2.2,0,1,0,7,0.6,188,2,2,756,2549,9,19,0,1,0
1648,1,0.5,0,1,1,17,0.9,142,2,3,1238,1184,6,2,0,1,0
1054,0,1.1,1,10,1,38,0.4,136,6,12,1222,1675,18,14,1,1,0
1619,1,1.9,0,2,1,21,0.4,138,1,9,562,1641,7,13,0,0,0
1156,0,0.5,0,6,0,61,0.1,89,7,9,1262,1796,16,13,1,1,0
959,1,1.7,0,15,0,13,0.4,155,4,16,736,3328,10,10,1,1,0
600,1,1.8,0,9,1,6,0.8,199,2,15,1032,3495,17,7,1,0,0
561,1,1,0,0,0,11,0.1,163,8,10,1176,3421,16,5,1,1,0
918,0,0.9,1,1,0,8,0.1,123,7,5,671,1652,17,14,1,0,0
523,0,2.6,1,1,0,14,0.1,155,8,2,1042,1427,9,9,1,0,0
1607,0,1.1,1,6,1,20,1,192,2,8,1005,885,11,14,1,0,0
1218,0,1.8,1,1,1,14,0.5,147,3,4,616,398,17,5,0,0,0
1820,1,1.7,1,0,1,64,0.6,161,1,3,1951,574,10,18,1,0,0
713,0,1.6,0,4,1,63,0.7,89,2,8,1760,2082,15,12,0,0,0
969,0,2.4,0,0,0,45,0.3,124,7,0,589,404,18,19,0,1,0
1448,0,1.4,1,13,0,26,1,156,3,16,1850,1175,12,6,1,0,0
1220,0,2.9,0,3,0,62,0.5,125,4,8,1933,2589,19,15,1,1,0
571,0,0.6,0,1,1,43,0.5,141,3,8,783,2587,7,18,0,0,0
1239,0,1.2,1,5,1,52,0.9,122,2,10,661,417,8,6,0,1,0
730,1,1.3,1,6,0,6,0.9,167,7,10,1155,2812,10,17,0,0,0
946,0,1.7,1,8,1,25,0.8,143,6,15,1740,2177,7,13,1,1,0
554,1,1.3,0,0,0,12,0.1,105,6,10,806,3764,10,4,1,1,0
667,1,0.6,0,6,1,3,0.7,185,6,13,1463,2855,5,19,0,1,0
1969,0,1.2,1,9,0,63,0.2,132,4,11,756,298,10,10,1,0,0
1089,0,1.4,1,10,0,2,0.1,153,7,20,1409,2620,7,13,0,0,0
1757,0,0.5,0,8,0,49,0.5,180,6,14,713,2056,7,4,0,0,0
622,0,0.7,0,0,1,9,0.3,127,2,0,511,3916,13,5,0,1,0
1197,0,1.3,0,3,1,20,0.5,149,6,7,1629,1797,19,4,1,1,0
1720,0,2,0,15,1,55,0.5,168,2,18,1353,2148,14,5,1,1,0
1232,0,1.2,0,12,0,30,0.9,131,6,14,761,1656,8,15,1,1,0
1081,1,1.9,1,13,1,42,0.1,101,7,17,816,2456,7,7,0,0,0
799,1,2.3,0,1,1,63,0.8,144,8,6,975,431,15,6,1,1,0
1821,0,0.9,0,9,1,12,0.3,114,1,18,1803,2430,7,6,1,1,0
1778,0,1.4,1,3,1,45,1,132,4,17,516,1624,15,9,1,0,0
1656,1,1.6,1,0,0,16,1,117,7,2,899,2856,14,20,1,1,0
768,1,0.9,0,16,1,56,0.1,113,1,20,515,952,19,16,0,1,0
1493,0,1.5,1,13,0,53,0.5,102,5,16,1414,2083,19,20,1,1,0
1986,0,0.5,1,3,1,51,0.1,165,8,20,1358,1614,17,3,1,1,0
654,1,1.3,0,0,1,52,0.7,196,4,4,1898,1036,17,13,0,0,0
1027,1,0.8,0,7,0,18,1,146,7,11,534,1234,7,14,0,1,0
1073,1,0.5,1,0,0,51,0.5,145,7,0,804,2908,6,18,1,0,0
1597,1,0.9,0,4,1,4,0.5,85,1,19,1145,2130,8,15,1,0,0
1433,0,1.6,0,7,0,4,0.7,133,8,11,799,258,11,4,1,1,0
665,1,0.7,0,0,1,31,0.1,185,5,2,1804,690,5,15,0,0,0
600,0,0.5,0,1,0,48,0.8,191,3,7,1465,3393,12,8,0,0,0
763,1,0.5,0,9,1,51,0.3,104,5,12,1278,2865,11,9,1,1,0
1034,0,2.6,1,2,1,45,0.3,190,3,4,1293,969,15,7,0,0,0
657,0,2.5,0,0,0,37,0.7,141,2,1,961,1412,14,18,1,0,0
1900,1,2,1,1,0,41,0.5,190,8,6,1596,850,5,4,1,1,0
1503,1,0.7,0,10,1,43,0.2,166,4,14,1304,2122,15,2,0,0,0
1003,1,2.9,0,16,1,16,0.6,119,8,19,1905,1798,16,10,0,0,0
1661,1,0.8,1,1,1,6,1,109,7,2,1337,864,9,2,0,1,0
1970,0,1.6,1,11,1,58,0.3,80,8,19,882,2372,14,2,1,0,0
990,1,2.7,1,3,0,15,0.9,153,2,7,1717,2698,11,6,0,0,0
1910,0,1.4,0,0,0,29,0.6,146,7,2,639,2944,8,2,1,1,0
1237,1,2.5,0,7,0,13,0.8,98,4,12,1004,2528,11,16,0,0,0
808,1,0.5,1,3,0,46,0.5,105,8,15,529,1082,15,10,0,1,0
894,0,2.1,1,16,0,16,0.7,168,8,20,1300,3377,5,6,1,1,0
1672,1,0.5,1,13,1,32,0.7,174,1,20,1896,1267,17,20,1,0,0
508,1,1.3,0,1,0,50,0.7,82,5,9,1195,2175,14,14,0,1,0
1568,1,0.5,0,16,0,33,1,150,8,20,654,508,5,6,1,1,0
783,1,1.7,1,9,1,27,0.3,150,6,11,1263,1185,15,6,1,1,0
814,1,1.1,1,2,0,41,0.8,177,2,10,1406,1944,16,12,0,0,0
961,1,1.5,1,10,0,51,0.3,152,6,16,621,2981,15,7,1,1,0
1871,1,2,0,7,1,20,0.1,81,7,14,1682,2144,13,12,1,1,0
1117,0,0.5,0,1,0,12,0.6,144,7,8,817,2895,7,16,1,0,0
1405,0,1.7,0,0,0,8,0.3,107,4,7,1036,2376,19,11,1,0,0
1617,1,2.4,0,8,1,36,0.8,85,1,9,1426,296,5,7,0,0,0
882,0,0.7,1,9,1,28,0.2,151,6,16,884,751,19,8,0,1,0
848,1,2.8,0,1,0,8,0.1,103,7,3,1294,436,10,15,1,1,0
1259,0,1.2,1,0,0,13,0.5,97,2,0,1989,340,17,4,0,1,0
1866,1,2.5,1,3,1,47,0.8,89,5,9,1782,1444,7,20,0,0,0
1713,1,2,0,9,1,5,0.7,199,6,16,1963,1513,15,2,0,1,0
1694,1,0.6,0,0,1,34,0.3,102,7,7,549,2298,17,2,1,0,0
1445,1,2.4,1,7,1,20,0.4,173,7,15,1345,1441,7,13,1,1,0
873,1,0.5,1,6,0,8,0.6,152,7,9,1411,575,15,7,0,1,0
1992,1,1.6,0,5,1,57,1,100,2,15,1596,606,9,4,1,1,0
1766,1,1.3,0,1,0,29,0.5,194,8,20,1306,2316,19,6,0,1,0
1512,0,0.9,0,4,1,46,0.1,145,5,5,670,869,18,19,1,1,0
1447,1,2.5,1,2,0,9,0.2,155,8,16,1455,568,12,8,0,0,0
1864,0,2.2,0,0,1,7,0.1,142,1,2,1545,2258,10,10,0,0,0
1081,1,2.5,1,13,0,49,1,99,3,17,519,325,9,6,0,1,0
706,0,0.5,0,13,1,31,0.1,108,3,19,938,2419,8,4,0,1,0
924,0,0.5,1,0,1,47,0.3,167,8,6,1813,1620,17,12,0,0,0
1528,0,2.4,0,2,0,37,0.2,156,8,3,564,733,15,14,1,0,0
1159,0,2.7,0,13,1,28,0.2,80,8,18,751,2495,10,9,1,1,0
719,0,2.9,0,7,0,6,0.7,102,6,8,1141,841,9,2,0,0,0
1489,0,2.1,1,0,0,9,0.4,169,3,1,1759,1663,9,14,0,1,0
921,0,0.6,1,1,0,60,0.1,83,2,3,1229,1080,10,6,0,1,0
1869,0,2.6,0,0,1,30,0.4,152,1,13,874,1375,15,19,0,0,0
683,1,2.1,0,7,0,30,0.1,197,7,8,1135,2066,9,15,0,0,0
1036,1,2.4,0,0,0,39,0.2,119,7,3,926,2101,10,2,1,0,0
504,0,2.8,1,0,0,40,0.5,178,3,0,1195,470,6,16,0,0,0
601,0,2.1,0,4,0,26,0.3,101,4,18,548,918,9,12,0,0,0
576,0,1.2,0,1,0,30,0.8,162,8,5,893,2800,11,16,1,1,0
1263,1,2,0,0,0,5,0.4,146,6,3,1609,1958,9,4,1,1,0
1108,1,1.3,1,14,1,2,0.3,169,7,20,1742,1229,5,4,1,0,0
1701,1,1.6,1,3,0,10,0.3,194,8,7,1338,2598,12,6,1,0,0
1095,1,0.5,0,4,0,45,0.5,197,1,5,1247,560,9,10,1,0,0
1074,0,2.4,1,2,1,9,0.9,103,6,14,952,1948,13,18,1,1,0
614,0,1.7,1,0,1,58,0.2,128,7,2,519,3487,15,11,1,1,0
1788,0,0.5,0,0,1,6,0.2,141,6,16,1022,2321,7,20,1,0,0
1807,0,2,1,0,1,13,0.5,155,8,0,974,323,9,3,1,1,0
1170,0,2.9,1,2,0,40,0.4,169,6,5,684,2366,16,2,1,1,0
508,0,0.8,0,7,1,42,0.3,94,1,8,557,663,13,7,0,0,0
957,1,0.7,0,0,1,4,0.1,160,2,0,1682,1898,12,3,1,0,0
798,1,0.5,1,7,0,2,0.8,148,2,15,627,3593,14,3,1,0,0
1600,0,2.5,1,1,0,19,0.6,88,6,9,1713,1179,10,18,0,1,0
717,1,0.5,1,4,0,10,0.6,198,1,5,1106,688,10,15,1,0,0
965,1,1.5,1,5,0,13,1,109,2,14,998,1138,9,10,1,0,0
578,1,2.6,1,2,1,57,0.2,162,8,8,1433,1270,15,5,0,1,0
1128,1,1.1,0,9,1,46,0.9,135,8,10,1582,1434,5,11,0,0,0
1106,1,1.9,0,4,0,54,0.7,107,3,9,1212,2674,9,9,0,1,0
1170,1,0.9,0,6,1,14,0.4,199,2,13,709,715,18,20,0,1,0
1422,0,1,0,15,0,3,0.1,112,1,17,926,509,19,3,1,1,0
755,1,2.8,0,5,1,51,0.3,186,4,12,990,2734,10,16,0,1,0
1082,0,2.3,1,11,0,2,1,101,4,20,724,2177,12,17,1,0,0
1431,1,0.5,0,0,1,56,0.6,191,1,1,952,461,7,8,0,0,0
1906,1,1.9,1,3,0,55,0.2,113,3,4,629,1871,13,4,0,1,0
1918,0,2.8,0,1,0,22,0.3,139,1,5,1203,1369,9,6,1,1,0
1186,1,0.5,1,2,0,21,0.4,160,8,4,584,2361,17,7,0,0,0
1318,1,2.4,0,1,1,45,0.1,136,2,7,661,755,18,9,0,1,0
926,1,0.8,0,6,1,59,0.8,161,7,14,793,256,18,2,0,1,0
1137,0,2.2,0,6,1,3,0.9,173,5,7,1285,316,15,17,0,0,0
1635,0,2.6,1,0,1,2,0.6,182,4,0,1411,2315,10,2,1,0,0
618,0,1.1,0,11,1,45,0.2,188,3,20,1586,2339,19,10,1,0,0
1063,1,2.5,0,0,1,31,0.9,95,6,10,935,961,16,5,1,0,0
664,0,1.2,1,0,0,28,0.9,106,5,5,1497,2042,17,19,1,0,0
1615,1,2.8,0,3,0,9,0.9,117,1,13,678,2948,8,3,1,0,0
1283,1,2.4,1,8,1,33,1,93,3,15,980,773,17,2,1,0,0
1538,1,2.3,0,6,1,13,0.2,121,7,7,986,1494,18,12,1,1,0
617,1,2.3,0,0,0,32,0.5,199,7,20,874,2213,18,7,0,0,0
590,1,1.2,1,0,0,32,0.4,141,6,1,509,1817,10,6,1,0,0
759,0,2.5,0,3,1,39,0.3,162,2,8,1317,968,6,2,0,0,0
630,0,2,0,9,1,14,0.5,180,8,13,1448,1212,12,12,0,0,0
674,1,2.8,1,0,1,8,0.2,93,3,0,772,589,18,4,1,0,0
1208,0,2.9,0,5,1,16,1,175,1,19,1028,2201,17,12,0,0,0
1230,1,2.2,1,6,0,26,0.8,123,5,7,676,988,11,9,1,1,0
1726,1,1.9,0,1,1,42,0.6,106,5,3,1804,1868,16,6,0,0,0
1129,1,0.8,1,9,1,21,0.6,116,2,10,1702,1400,11,13,1,0,0
899,0,0.5,1,13,1,57,0.9,172,2,18,1331,364,11,7,1,0,0
1077,0,2.5,1,0,1,45,1,174,3,4,1304,1965,6,6,1,0,0
1971,1,0.5,1,0,0,40,0.3,186,7,19,922,571,8,17,1,0,0
899,1,2.7,0,3,1,53,0.3,192,4,11,1638,2870,19,10,0,1,0
1501,0,1.1,0,12,1,2,0.2,187,1,15,1056,2487,13,16,1,1,0
1751,0,2.5,0,1,0,4,0.6,146,8,9,1952,1155,19,12,1,1,0
1583,0,1.2,1,0,0,14,0.2,148,2,4,1673,2498,13,8,0,1,0
1195,0,2,1,1,1,23,0.1,82,4,9,1100,980,13,17,0,0,0
1790,0,2.5,1,9,0,2,0.1,184,1,14,792,1366,7,20,1,1,0
1487,0,0.5,0,6,1,57,0.7,84,3,12,768,2563,18,14,0,0,0
1218,1,2.8,1,3,0,39,0.8,150,7,14,1746,1667,10,12,0,0,0
928,1,0.5,1,11,0,56,0.7,80,8,13,1243,666,19,5,1,0,0
574,0,2.8,1,16,0,38,0.1,90,6,17,1171,3269,8,10,1,0,0
1056,1,2.1,1,8,1,37,0.7,101,3,11,979,2651,15,3,1,1,0
1878,0,1.5,1,5,1,56,0.3,139,5,13,559,2711,8,3,1,1,0
894,0,0.9,0,5,1,54,0.2,130,3,15,541,2829,11,13,0,1,0
1720,1,0.7,1,0,0,19,0.1,137,2,3,646,1222,13,7,0,0,0
1165,1,2.4,0,11,0,41,0.2,178,6,12,831,764,19,15,0,0,0
1578,0,1.9,1,2,1,37,0.1,138,4,19,1226,2458,19,3,0,1,0
513,1,0.5,0,6,1,44,0.1,186,4,12,867,1343,5,9,1,0,0
1429,0,0.6,0,8,0,42,0.9,151,5,9,1552,1817,6,16,0,0,0
989,1,1.6,1,11,1,24,0.6,156,8,17,679,2819,16,5,0,1,0
807,0,0.5,0,9,0,8,0.3,158,5,20,697,1284,17,2,1,1,0
1265,0,1.5,0,7,0,49,0.7,182,5,16,836,1362,5,12,0,1,0
1565,1,0.5,0,0,0,38,0.1,121,5,1,1364,308,19,7,1,1,0
1449,0,0.8,1,3,1,10,0.2,144,1,12,1883,1032,10,8,1,1,0
771,0,2.9,0,2,0,62,0.7,106,1,8,1781,1628,9,6,1,0,0
