@relation 'mobile_price_replacedwQuestionMark-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Remove-R12,16'

@attribute battery_power numeric
@attribute blue {0,1}
@attribute clock_speed numeric
@attribute dual_sim {0,1}
@attribute fc numeric
@attribute four_g {0,1}
@attribute int_memory numeric
@attribute m_dep numeric
@attribute mobile_wt numeric
@attribute n_cores numeric
@attribute pc numeric
@attribute px_width numeric
@attribute ram numeric
@attribute sc_h numeric
@attribute talk_time numeric
@attribute touch_screen {0,1}
@attribute wifi {0,1}
@attribute price_category {0,1}

@data
728,0,1.7,1,0,1,5,0.6,101,2,20,775,834,16,5,1,0,0
1980,0,0.5,1,2,1,29,0.8,177,1,13,1910,3865,12,18,0,0,1
1504,0,2.3,1,1,0,64,0.9,182,1,2,1923,3059,6,10,1,0,1
1379,1,2.1,1,14,1,63,1,83,1,17,1370,651,9,7,1,0,0
1698,0,2.1,0,5,1,18,0.9,160,6,20,994,796,13,14,0,1,0
920,0,2.1,1,5,0,25,0.4,115,7,14,1078,785,10,5,1,1,0
1144,1,1.5,1,0,0,21,0.4,189,1,11,724,3252,16,8,0,0,0
1995,1,0.5,0,6,0,26,0.2,129,1,15,1104,1322,15,7,1,1,0
1430,0,0.5,1,1,0,27,0.5,183,1,16,1182,2832,7,15,1,1,0
972,1,0.5,1,5,0,13,0.4,193,5,8,1795,1615,11,13,1,0,0
662,0,0.5,0,5,0,20,0.8,138,1,10,1224,2125,17,15,1,1,0
1867,0,2.3,0,0,1,9,0.1,191,6,3,1442,990,6,2,0,1,0
1730,0,2,1,0,1,20,0.1,143,4,10,1023,1595,14,12,1,0,0
1723,1,1,0,1,1,7,0.6,126,3,17,1361,1213,5,16,1,1,0
1882,1,1.3,1,8,0,47,0.2,140,2,13,652,2500,17,11,0,1,0
803,0,0.8,1,0,0,18,0.3,106,4,1,935,2801,18,12,1,0,0
580,1,1.2,1,0,0,47,0.9,91,3,1,1345,3451,15,11,1,0,1
668,0,2.3,0,2,1,48,0.3,114,1,19,1292,1201,14,4,1,0,0
1391,0,1.4,0,2,1,36,0.8,182,1,6,1256,3139,14,14,1,0,0
1560,0,2.3,0,0,1,22,0.8,169,7,1,1364,1938,15,16,1,1,0
821,0,1.8,1,5,0,54,0.1,109,3,9,1786,3185,8,15,0,0,0
811,1,2.4,1,5,1,2,0.3,106,6,13,1429,2111,18,2,0,1,0
1989,1,2.9,1,8,0,17,0.1,193,8,15,682,2369,7,18,1,0,0
1034,1,2.7,1,6,0,37,0.7,120,7,20,1199,3625,17,12,1,1,1
618,0,2.1,0,2,0,6,0.3,86,1,4,1688,1051,13,15,0,1,0
654,1,1.3,0,0,1,52,0.7,196,4,4,1898,1036,17,13,0,0,0
576,1,2.8,0,2,1,10,0.2,184,5,7,1438,2938,6,5,1,1,0
667,1,0.6,0,6,1,3,0.7,185,6,13,1463,2855,5,19,0,1,0
869,1,1,0,7,1,57,0.6,118,1,15,1584,2727,13,8,0,0,0
635,1,0.5,1,2,0,42,0.4,149,3,4,1059,2973,12,18,0,1,0
609,1,3,0,15,1,44,0.3,117,1,16,1253,2581,15,15,0,1,0
1557,0,2.8,1,16,0,2,0.1,123,5,20,1442,2690,18,9,0,1,1
1604,1,1.7,0,2,0,33,1,191,8,5,939,916,13,12,1,1,0
1182,0,0.5,0,7,1,8,0.5,138,8,16,986,2563,19,19,0,0,0
848,1,2.1,1,10,1,19,0.8,148,7,18,1029,3359,10,14,0,0,0
1610,1,2.9,0,7,1,64,0.9,181,4,12,1280,941,8,9,1,0,0
1828,1,2.1,1,0,0,17,0.9,199,1,1,898,2280,17,4,0,0,0
880,0,2,1,1,1,50,0.5,194,7,3,1381,827,15,6,0,1,0
1394,1,0.9,1,10,1,62,0.3,175,5,13,1565,473,11,20,1,0,0
1960,1,2.3,1,1,1,61,0.3,86,7,3,1299,3865,10,11,0,0,1
809,0,0.8,0,10,0,21,0.9,91,7,19,1726,1274,18,3,0,0,0
899,0,0.5,1,13,1,57,0.9,172,2,18,1331,364,11,7,1,0,0
1976,1,0.7,1,4,0,32,0.8,171,2,7,1922,3699,17,13,1,1,1
879,0,1.5,1,0,1,21,0.8,187,4,2,1038,2927,14,11,0,1,0
916,1,2.6,0,0,0,36,0.3,195,4,12,992,1470,13,14,1,0,0
763,0,1.7,1,8,1,2,0.5,92,8,14,1186,1050,6,8,1,0,0
508,0,1.6,1,0,0,9,0.4,162,6,2,1920,2616,18,10,1,1,0
825,0,2.9,1,0,0,34,0.8,99,8,17,1866,2915,8,10,1,0,1
1864,0,1.4,0,8,1,46,0.7,178,1,12,981,2686,11,18,1,1,0
1725,0,0.5,1,8,1,52,1,185,6,12,1195,1243,19,5,1,1,0
1108,1,2.9,0,10,0,52,0.1,183,2,12,1706,3264,16,13,1,1,1
1011,0,1.1,0,4,1,36,0.2,131,7,18,749,2261,7,16,1,1,0
1703,1,1.5,1,17,1,55,0.7,138,5,19,1711,2993,5,20,1,1,1
1067,1,1.7,1,0,0,58,0.5,135,7,0,681,706,12,16,1,0,0
1334,1,2.4,0,5,1,42,0.6,115,5,14,1974,2542,10,8,0,0,1
775,1,2.6,0,0,0,30,0.4,189,7,10,1510,2523,17,9,0,1,0
1899,1,0.6,0,0,0,26,0.1,151,2,0,814,336,13,4,0,1,0
930,1,1.3,1,1,1,14,0.4,97,6,10,1025,2457,11,17,1,0,0
1058,0,1.5,0,2,0,19,0.4,166,4,14,1247,418,9,16,0,1,0
1187,1,2.2,0,0,1,46,0.4,145,2,9,1814,3917,13,8,0,1,1
1874,1,2.7,1,10,0,8,0.9,166,7,13,1233,1246,8,2,0,1,0
1482,0,0.5,0,2,0,48,0.2,142,7,10,642,2971,12,12,1,1,0
1809,1,1.7,0,3,1,59,0.1,174,3,4,721,2324,10,16,0,1,0
864,1,3,1,0,1,54,0.7,187,2,1,1670,3121,18,16,1,1,0
625,1,1.9,0,12,1,33,0.2,191,1,20,550,3801,10,2,0,0,0
1880,1,1.8,0,4,1,18,0.7,138,3,5,699,3333,17,7,0,0,1
1138,0,1.4,0,12,1,44,0.2,187,8,17,1138,3475,19,3,0,0,1
560,0,0.5,0,14,0,23,1,146,8,15,1903,2360,17,18,1,1,0
1117,0,0.5,0,1,0,12,0.6,144,7,8,817,2895,7,16,1,0,0
1712,0,1.4,0,1,0,63,0.5,137,7,12,1126,3652,16,19,0,0,1
1836,1,1.7,1,3,0,26,0.1,134,6,16,1139,3097,5,18,1,0,1
1036,1,2.4,0,0,0,39,0.2,119,7,3,926,2101,10,2,1,0,0
1860,1,2.3,0,15,0,23,0.6,162,4,16,1506,3918,9,8,1,0,1
1375,1,1.1,0,3,1,9,0.9,145,7,19,726,3869,19,10,1,1,1
1945,0,1.6,1,0,1,57,0.3,195,4,1,1753,732,14,14,1,0,0
1896,0,0.5,1,8,1,7,0.4,141,2,13,794,3684,9,18,0,0,1
788,0,2.5,1,4,1,57,0.9,91,8,12,1161,3969,12,6,1,1,1
880,1,1.7,1,0,0,33,0.7,173,2,2,1350,1414,12,7,1,0,0
1323,1,2.5,1,10,1,28,0.2,131,4,12,619,1892,10,15,1,1,0
1868,0,2,1,0,1,42,0.2,169,1,4,660,3131,8,7,1,1,1
1266,0,1.9,1,0,1,7,0.2,184,3,12,1468,2532,10,4,1,1,0
1042,0,2.7,1,16,1,50,0.8,93,7,18,1705,3215,18,20,1,1,1
1479,0,0.5,0,8,0,19,0.6,156,3,10,1476,3323,13,6,0,1,1
1476,1,1.2,1,0,1,55,0.1,171,4,5,1666,1529,13,3,0,1,0
1552,1,2.2,0,6,1,13,0.2,123,6,9,1026,2403,9,9,1,1,0
1454,1,0.5,1,1,0,34,0.7,83,4,3,1033,3419,7,5,1,0,1
1007,0,2,0,0,0,45,0.1,95,5,2,1529,3648,9,16,0,0,1
652,1,2.4,1,9,1,17,0.7,173,5,11,559,1974,12,12,0,0,0
1504,0,1.5,0,12,1,34,0.7,142,8,15,973,2806,7,7,0,1,0
1726,1,0.9,1,2,0,51,0.6,193,4,3,1223,2239,13,13,0,1,0
1029,1,1.9,1,5,1,5,0.2,171,5,8,956,582,15,4,1,1,0
1582,0,2.8,0,2,1,44,0.5,112,6,13,1797,3890,17,10,1,1,1
1478,1,0.8,1,12,0,48,0.7,99,5,17,882,1141,5,6,0,1,0
1178,1,1.3,0,0,0,49,0.6,101,5,0,596,2511,6,17,0,0,0
707,0,2.1,1,2,0,25,0.8,131,3,17,574,3838,9,7,0,1,1
755,1,2.8,0,5,1,51,0.3,186,4,12,990,2734,10,16,0,1,0
912,1,2,0,1,0,54,0.3,161,8,5,1053,2330,19,20,1,0,0
651,1,0.8,1,2,1,63,0.2,176,5,4,858,2244,14,19,1,0,0
1483,0,2.1,0,1,1,54,0.2,176,7,2,758,1851,15,2,1,0,0
914,1,0.9,0,2,0,4,0.8,100,2,12,1495,808,11,5,1,0,0
1456,1,0.5,1,7,0,7,0.4,105,5,12,1104,1587,6,20,0,1,0
1178,0,2.2,1,6,0,57,0.3,84,3,17,1352,2492,16,10,1,0,0
1503,1,0.7,0,10,1,43,0.2,166,4,14,1304,2122,15,2,0,0,0
1681,1,2.5,0,2,0,11,0.4,158,2,13,1205,1122,12,16,1,1,0
715,0,2.3,1,4,0,48,0.1,160,4,6,562,3709,14,10,0,0,0
1876,0,2.8,1,3,1,56,0.4,182,3,4,585,3021,12,18,0,0,0
1190,1,2.2,1,9,0,47,0.3,186,6,10,1441,624,9,19,1,1,0
1755,1,1.3,0,0,1,24,0.1,134,7,2,1075,3937,8,7,0,1,1
1197,0,1.3,0,3,1,20,0.5,149,6,7,1629,1797,19,4,1,1,0
1048,1,0.9,0,10,1,28,0.8,194,2,19,1975,1458,5,15,0,1,0
1887,1,3,1,6,1,17,0.2,126,8,7,1798,3348,18,16,1,0,1
1772,1,0.5,1,3,0,64,0.7,116,8,15,545,1834,5,20,1,1,0
1421,0,2.8,0,0,1,57,0.4,165,1,2,1657,2775,13,14,0,1,1
1464,0,0.5,1,0,1,17,0.7,153,6,8,1341,1277,13,19,0,0,0
728,0,2.3,1,4,0,23,0.8,111,4,5,817,457,17,16,1,1,0
954,1,0.5,0,0,0,50,0.3,134,2,11,1058,438,17,2,0,0,0
685,0,0.5,1,8,1,13,0.8,82,7,15,1203,3210,15,2,1,1,1
1472,0,2.8,1,1,0,36,0.5,130,6,10,1744,985,12,7,1,0,0
853,1,2,0,10,1,3,0.6,200,2,16,740,3701,15,8,1,0,1
1469,0,2.1,0,0,0,8,0.7,123,7,0,1133,1052,8,3,1,0,0
1310,1,2.3,1,6,0,57,0.9,135,8,9,889,1175,16,8,0,0,0
1654,0,1.8,0,1,0,11,0.3,146,7,2,1719,1070,8,14,1,1,0
902,1,0.7,0,3,0,3,0.3,134,7,9,1285,3411,12,15,0,1,1
1448,0,1.4,1,13,0,26,1,156,3,16,1850,1175,12,6,1,0,0
1631,0,0.9,1,2,1,3,0.1,198,7,12,1905,301,13,13,0,0,0
1608,0,1.8,1,7,0,28,0.4,183,2,13,1158,489,15,8,0,1,0
1991,1,2.7,0,5,1,64,0.9,145,2,13,1325,1733,5,8,1,0,0
1349,0,2,1,15,0,62,0.3,114,5,16,772,2756,11,4,0,0,0
1589,0,2.5,0,5,1,51,0.8,195,1,18,1743,2612,8,16,0,0,0
1844,1,2.3,1,1,0,51,0.7,158,8,3,882,1724,5,14,1,1,0
712,1,0.5,1,3,1,35,0.2,84,2,10,1208,2190,16,4,1,1,0
972,1,1.7,0,0,1,54,0.7,107,3,4,1050,1900,16,19,0,1,0
1406,0,0.5,1,2,1,34,0.8,98,3,5,1366,3915,9,2,0,1,1
1289,0,0.9,0,10,1,25,1,178,6,12,899,1043,6,11,1,0,0
932,0,1.3,0,1,0,64,0.7,154,7,2,1224,3817,8,9,1,1,1
1747,1,0.9,0,6,1,48,0.7,94,3,19,1131,2362,17,19,1,0,0
1172,1,2.1,1,4,0,41,0.1,95,3,7,1884,1107,7,5,0,0,0
1128,1,1.4,0,12,0,53,0.4,84,5,14,1370,2982,14,12,1,0,1
664,0,1.2,1,0,0,28,0.9,106,5,5,1497,2042,17,19,1,0,0
513,1,0.5,0,6,1,44,0.1,186,4,12,867,1343,5,9,1,0,0
1742,0,2.3,1,9,1,43,0.4,170,7,12,681,2610,12,10,0,1,0
1512,1,1.7,0,12,0,6,0.7,162,7,17,884,2335,15,7,1,1,0
1986,0,0.5,1,3,1,51,0.1,165,8,20,1358,1614,17,3,1,1,0
965,1,1.5,1,5,0,13,1,109,2,14,998,1138,9,10,1,0,0
1067,1,2.4,1,3,1,40,0.6,122,8,15,1989,604,16,11,0,0,0
1583,1,1.6,0,5,1,42,0.8,118,3,10,862,3652,14,9,0,0,1
1653,0,0.5,1,2,1,37,0.9,176,4,6,1785,3955,19,18,1,1,1
1433,0,1.6,0,7,0,4,0.7,133,8,11,799,258,11,4,1,1,0
765,0,2.9,0,0,1,18,0.1,153,7,0,793,1066,11,16,1,0,0
1845,1,0.5,1,10,0,61,0.3,96,1,12,695,1731,9,6,0,0,0
752,0,0.5,1,1,0,48,0.7,87,7,13,728,3860,7,16,0,0,1
1948,0,2.8,1,8,0,16,0.1,100,5,10,1940,3630,9,17,1,0,1
1077,0,2.5,1,0,1,45,1,174,3,4,1304,1965,6,6,1,0,0
932,1,0.5,0,1,1,60,0.7,104,4,2,1078,1459,6,19,1,0,0
1968,0,0.9,0,0,0,22,0.8,115,3,7,1259,2323,9,7,0,1,0
1122,0,1.2,0,9,0,2,0.6,120,4,14,790,3291,11,13,1,1,0
1588,0,0.5,0,0,1,61,0.8,159,1,13,1594,3272,18,17,1,0,1
601,0,2.1,0,4,0,26,0.3,101,4,18,548,918,9,12,0,0,0
1615,0,0.5,0,14,0,15,0.1,132,4,16,1256,3488,16,3,0,1,1
1589,1,2.2,1,2,0,58,0.1,128,4,4,1911,3961,16,14,0,1,1
1417,1,2.7,0,2,1,56,0.9,114,6,4,1649,590,11,6,0,1,0
1697,1,0.7,0,1,1,34,0.1,95,1,3,1264,3701,15,8,1,0,1
1330,1,1.3,1,14,0,3,0.3,83,5,17,1262,463,14,11,0,1,0
1476,0,0.5,0,0,1,43,0.7,148,2,2,1972,3644,15,6,0,1,1
1579,1,1.5,0,0,0,27,0.2,142,6,18,1484,1713,16,10,1,1,0
1277,0,3,0,0,1,41,0.3,200,4,3,1090,429,9,14,1,1,0
1089,1,0.9,1,12,1,2,0.7,145,5,15,1259,2765,13,10,0,1,0
1663,1,2.5,1,13,1,27,0.3,169,4,14,1439,2084,7,18,0,0,0
1949,0,1.8,0,0,0,20,0.8,186,5,4,592,1125,17,9,0,0,0
1138,0,1.1,0,5,1,48,0.6,109,3,14,1777,2048,6,18,1,1,0
685,0,2.7,0,7,0,17,0.3,174,6,20,870,1223,8,18,0,1,0
1889,0,2.8,0,5,1,31,1,132,1,10,1106,3672,5,3,1,1,1
857,1,2,1,3,0,17,0.2,195,7,9,948,3100,17,13,1,0,0
1902,0,2.8,1,6,0,50,0.8,124,8,9,1393,343,11,18,1,0,0
1225,1,2.4,0,0,0,15,0.1,155,5,0,982,1970,16,15,1,0,0
1066,0,1.6,0,5,0,39,0.6,131,5,17,1586,2728,6,17,1,1,0
1554,1,0.5,1,11,0,5,1,124,3,12,1579,3635,7,18,0,0,1
1337,0,0.5,0,13,0,31,0.8,186,2,20,644,2180,7,16,0,1,0
1926,1,1.7,1,1,1,33,0.4,172,3,2,1157,2488,6,14,0,0,0
869,0,1.3,1,3,0,34,0.1,104,2,4,539,3864,13,11,0,0,1
1278,1,0.5,1,1,0,54,0.1,104,8,16,750,1155,7,20,0,1,0
1773,1,2.5,0,16,1,32,0.6,170,6,18,1472,3566,17,13,0,1,1
1661,1,0.8,1,1,1,6,1,109,7,2,1337,864,9,2,0,1,0
1438,0,2.2,0,0,1,32,0.6,176,7,6,1663,869,19,9,1,1,0
1661,1,1.4,0,0,0,29,0.3,119,2,0,861,591,9,9,1,1,0
1846,1,0.6,0,1,0,19,0.7,159,1,2,773,1333,15,11,1,1,0
1260,1,2,1,2,1,23,0.2,123,7,10,1313,2208,12,10,0,1,0
512,1,0.5,1,7,0,15,0.9,83,3,15,1849,2610,18,15,1,1,0
581,0,2.2,0,0,0,59,0.7,185,5,6,1613,2819,19,9,0,1,0
1872,1,2.3,0,6,0,44,0.7,134,3,15,1259,1955,9,15,0,1,0
687,1,1.3,0,9,1,50,0.6,151,4,20,1151,3416,14,8,1,0,1
1062,1,2.5,1,6,0,10,0.9,160,1,13,1807,3803,7,16,0,1,1
1678,1,2.3,1,11,0,7,0.5,192,1,14,1763,574,5,19,0,0,0
1417,1,0.5,0,10,1,45,0.9,166,4,19,1029,2129,13,12,0,1,0
1074,0,2.4,1,2,1,9,0.9,103,6,14,952,1948,13,18,1,1,0
1832,0,0.7,0,2,0,2,0.6,90,7,6,654,2978,18,18,0,0,0
1039,0,1.3,0,0,1,12,0.8,200,8,0,1827,1619,7,10,1,1,0
1059,0,2.4,0,8,0,61,0.1,134,3,18,1916,3716,15,11,1,0,1
1606,0,1.4,0,3,0,57,0.1,154,4,4,1924,3454,13,20,0,1,1
1928,1,1.8,0,9,1,19,1,187,3,20,1580,3777,7,13,1,1,1
1875,1,0.5,1,11,1,55,0.7,91,1,17,1942,2712,7,6,0,1,1
1128,1,1.1,0,9,1,46,0.9,135,8,10,1582,1434,5,11,0,0,0
1748,0,1.7,1,6,1,14,0.5,146,3,7,1234,3968,16,3,0,1,1
1413,0,0.5,1,5,0,51,0.3,117,5,11,517,3383,16,2,0,0,1
825,0,0.5,1,0,1,23,0.1,86,2,0,1917,3278,8,2,0,1,1
1589,1,1.4,0,3,1,26,0.1,100,8,16,1759,3970,16,18,0,1,1
535,1,0.5,1,8,1,54,0.5,145,8,15,939,2674,14,10,0,0,0
1780,1,0.5,0,6,0,27,0.1,190,4,11,1463,2776,19,14,1,1,1
1671,0,0.6,1,7,1,61,0.1,129,2,11,848,2336,10,7,0,0,0
1821,0,0.9,0,9,1,12,0.3,114,1,18,1803,2430,7,6,1,1,0
1076,1,2.6,0,3,1,38,0.7,119,6,8,915,891,18,9,1,0,0
532,1,0.8,1,3,0,8,0.1,193,5,10,1354,728,13,8,1,0,0
777,1,2.6,0,3,0,30,0.9,148,5,17,1143,3886,14,7,0,0,1
1217,1,0.5,0,3,0,17,0.5,182,4,13,632,1711,7,9,0,1,0
1656,1,1.6,1,0,0,16,1,117,7,2,899,2856,14,20,1,1,0
1185,0,1.9,0,0,0,31,0.4,152,8,7,1642,2447,16,3,1,1,0
577,0,2.4,0,8,1,37,0.9,161,6,20,1450,814,11,19,1,1,0
737,1,2.4,1,7,0,49,0.6,193,4,16,1463,2951,7,10,1,0,0
704,0,2.2,1,4,0,53,0.2,186,6,6,1013,3653,7,15,1,1,0
525,1,0.5,1,5,0,51,0.5,137,8,11,1587,1891,18,12,1,0,0
504,1,0.5,1,5,0,16,0.1,166,1,9,1665,701,17,15,0,1,0
793,0,1.2,1,1,1,38,0.6,176,4,7,1815,3139,6,12,1,1,1
569,0,0.6,1,2,0,39,0.1,184,8,9,739,2811,7,7,0,1,0
1590,0,1.9,1,3,1,21,1,160,5,18,963,1701,11,4,0,1,0
707,0,0.5,0,0,1,16,0.1,194,2,0,1508,1853,17,12,1,1,0
767,0,1.9,0,16,1,19,0.2,185,6,17,1000,2445,6,6,1,1,0
1350,1,0.5,1,0,1,50,0.8,181,8,4,544,2287,15,8,1,0,0
1117,1,0.6,1,0,0,31,0.2,146,2,7,1627,2003,8,14,1,1,0
641,1,1.1,0,0,1,7,0.9,192,1,3,759,3595,7,19,1,1,0
1002,0,0.8,1,0,1,35,0.5,83,2,4,1416,1726,16,19,0,1,0
1408,1,2.1,1,10,0,45,0.9,89,5,14,1088,3952,8,3,0,1,1
1900,1,2,1,1,0,41,0.5,190,8,6,1596,850,5,4,1,1,0
726,0,2.9,0,0,0,43,0.1,101,8,0,760,1446,17,8,1,0,0
1544,0,2.3,0,12,1,45,0.1,113,8,20,857,1300,8,18,1,0,0
1454,1,1.6,0,6,1,21,0.2,160,4,10,1100,719,14,10,1,1,0
1230,1,2.2,1,6,0,26,0.8,123,5,7,676,988,11,9,1,1,0
1552,0,1.2,0,10,1,53,0.3,180,8,18,658,2606,13,12,0,0,0
1519,0,2.1,0,0,0,32,0.7,200,1,10,1239,2912,11,15,1,0,0
723,1,1.9,0,4,0,30,0.3,102,1,7,1901,2339,19,17,1,1,0
1191,0,2.4,1,2,0,13,0.9,169,1,7,1813,1028,14,8,1,1,0
1168,0,1.3,0,9,0,61,0.1,90,8,10,1578,3173,9,17,0,1,1
1229,0,0.5,1,15,0,14,0.8,191,2,16,1878,1667,17,17,0,1,0
1758,1,0.5,0,11,1,13,0.6,190,8,14,1864,1897,6,15,0,0,0
1290,0,0.5,0,0,0,3,0.1,143,6,4,1109,1214,9,15,1,1,0
574,0,2.8,1,16,0,38,0.1,90,6,17,1171,3269,8,10,1,0,0
1271,1,0.5,0,12,0,32,0.1,113,7,15,1949,445,15,14,0,1,0
1170,1,1.2,0,4,0,30,0.4,83,8,15,1722,1073,6,8,1,0,0
1269,1,1.3,0,14,0,52,0.8,118,2,15,1920,665,18,5,0,0,0
1288,0,2.8,1,15,0,50,0.1,121,2,20,1809,3129,17,2,0,0,1
1366,1,0.7,1,0,1,34,0.1,150,2,9,964,3501,13,3,0,0,1
1572,1,0.8,1,7,1,8,0.8,169,5,8,1237,3461,6,10,1,1,1
1627,0,0.9,1,9,1,32,0.1,180,6,16,1082,3206,12,16,1,0,1
1701,1,0.5,0,13,1,46,0.9,115,2,15,828,3717,11,10,1,0,1
1900,1,0.5,1,0,1,55,0.9,171,1,1,1241,3917,15,18,0,1,1
1974,0,1,0,4,0,24,0.3,80,7,13,545,861,7,6,0,1,0
1197,1,0.5,1,9,0,20,0.1,129,5,10,1710,2885,19,14,1,1,0
587,1,2.3,1,4,0,6,0.7,170,1,16,1793,2777,9,14,1,0,0
934,0,1.1,0,7,0,24,0.8,112,5,12,1463,1017,12,9,0,1,0
1195,0,2,1,1,1,23,0.1,82,4,9,1100,980,13,17,0,0,0
1853,1,1,0,2,0,23,0.4,92,1,15,1951,2775,14,17,0,0,1
1164,0,1,0,4,1,19,0.9,95,8,18,1704,3309,15,3,0,1,1
1512,1,0.5,0,8,1,18,0.1,88,3,17,1897,3607,12,6,1,1,1
1232,0,2.9,1,1,1,24,0.3,169,5,17,809,1257,16,16,0,0,0
1813,1,0.6,1,0,1,5,0.2,198,3,8,1306,759,9,14,1,0,0
946,1,2.6,1,17,0,5,0.1,166,3,20,1771,3720,15,4,1,0,1
739,1,2.3,1,2,1,58,0.1,88,3,4,1536,475,7,6,0,1,0
704,1,2.7,0,8,1,29,0.2,80,1,10,1509,1122,9,10,1,1,0
1663,1,0.5,0,0,0,40,0.6,147,4,15,1545,1336,8,15,0,0,0
1966,1,1.4,1,2,0,40,0.9,185,8,18,1987,1185,11,20,1,0,0
1219,0,1,1,0,0,17,0.7,196,5,4,1022,705,11,6,1,1,0
612,1,0.7,0,6,0,35,0.6,181,5,12,1337,3169,14,6,0,0,0
1658,1,1.4,0,0,1,39,0.7,182,1,5,522,3483,10,15,0,1,1
1263,0,0.5,0,12,0,64,0.3,175,5,18,1883,1183,14,17,0,1,0
1395,1,2.8,0,0,1,55,0.6,118,3,1,1787,3373,11,16,1,0,1
621,1,2.7,1,0,0,54,0.1,151,4,20,910,2801,6,5,1,1,0
652,0,0.5,1,1,0,58,0.6,142,3,2,781,565,18,9,0,1,0
1175,0,0.6,0,10,0,25,0.1,145,2,12,1501,3153,9,12,0,0,0
561,1,1,0,0,0,11,0.1,163,8,10,1176,3421,16,5,1,1,0
1137,0,2.2,0,6,1,3,0.9,173,5,7,1285,316,15,17,0,0,0
1835,1,2.3,0,4,1,11,0.1,193,7,13,583,448,18,14,0,0,0
1170,0,2.9,1,2,0,40,0.4,169,6,5,684,2366,16,2,1,1,0
1595,1,0.8,1,0,1,44,0.7,85,4,20,1838,3881,14,9,0,1,1
1719,1,2,0,0,0,12,0.3,122,8,7,904,462,6,5,0,0,0
1770,0,2.3,1,0,0,7,0.8,128,7,6,1552,1480,6,17,0,0,0
1312,0,0.5,1,0,1,28,0.8,163,2,0,1854,1087,17,14,0,0,0
1878,0,1.5,1,5,1,56,0.3,139,5,13,559,2711,8,3,1,1,0
1871,1,2,0,7,1,20,0.1,81,7,14,1682,2144,13,12,1,1,0
922,0,1.5,1,1,1,35,0.9,188,7,15,1383,1165,19,4,1,1,0
1975,1,1.5,0,6,1,16,0.9,128,8,11,655,2998,5,13,1,0,0
1212,0,2.6,0,1,1,46,0.3,102,4,8,1715,2249,14,4,1,1,0
1430,1,0.9,0,3,0,56,0.1,179,3,5,906,752,17,17,0,1,0
1958,1,1.9,1,0,0,4,0.2,190,2,3,637,1409,16,3,0,0,0
1836,1,2.1,1,0,1,30,0.2,184,7,15,1230,3072,7,5,1,0,1
557,1,1.6,0,0,0,24,0.5,125,3,0,1315,1305,12,3,0,1,0
539,1,0.6,1,9,0,21,0.1,145,7,14,599,3597,14,9,0,0,0
880,0,0.5,1,1,0,44,0.5,172,8,15,1302,3132,8,6,1,1,0
1369,1,1.8,1,6,0,34,0.5,162,1,7,727,3856,18,18,1,1,1
1109,1,2.7,1,1,0,39,0.4,98,1,9,1787,1524,15,7,1,1,0
843,0,1.8,1,0,0,16,0.1,166,5,6,1096,3673,12,20,0,1,1
598,0,2.3,1,7,0,21,0.7,196,2,10,1173,3293,8,7,0,1,0
972,1,2.7,1,1,0,5,1,126,4,2,816,3035,12,19,0,1,0
1944,1,0.5,0,5,1,36,0.1,197,6,18,1970,584,17,13,1,0,0
1225,0,0.7,1,0,1,2,0.6,138,7,1,1101,2675,12,15,1,0,0
644,1,1.3,1,7,1,30,0.5,114,1,16,1654,2382,9,19,0,1,0
1919,0,1.5,0,5,1,48,0.8,150,4,6,1191,1391,19,12,0,1,0
501,0,2.3,0,12,1,54,0.3,131,4,19,1089,2346,13,2,0,1,0
1620,1,2.2,1,0,1,30,0.2,185,3,3,1033,606,6,18,0,0,0
1227,1,1.1,1,0,0,34,0.2,130,3,3,1781,1324,7,12,1,1,0
1359,1,0.5,1,1,1,58,0.5,107,6,3,901,1076,16,4,1,1,0
1914,0,0.7,0,1,0,35,0.6,118,8,2,1701,643,17,8,0,1,0
1645,1,1.8,0,1,0,21,0.7,123,7,2,1308,783,10,20,0,0,0
1063,1,1.1,0,0,1,26,0.8,101,5,2,1232,3809,17,5,0,1,1
946,0,2.1,0,0,1,19,0.2,154,8,0,630,2104,7,16,1,0,0
1231,0,1.2,1,5,0,54,0.8,185,3,10,1184,1762,5,6,1,0,0
1397,0,2.9,1,13,0,9,0.5,87,6,18,1991,3137,12,11,1,1,1
701,1,0.7,0,7,0,15,0.5,160,3,11,1256,1756,6,17,1,1,0
570,1,0.5,1,2,0,9,0.3,111,7,5,1917,3663,14,14,0,0,1
1993,1,0.5,0,10,1,27,0.3,147,8,11,510,2437,14,9,0,0,0
955,0,0.5,1,4,0,43,0.9,143,5,8,1511,1432,12,9,1,1,0
924,0,0.5,1,0,1,47,0.3,167,8,6,1813,1620,17,12,0,0,0
600,0,0.5,0,0,0,14,0.8,112,5,2,747,1655,18,9,0,0,0
518,0,0.8,1,0,0,3,0.1,178,7,1,1947,2832,5,8,0,1,0
1063,1,2.5,0,0,1,31,0.9,95,6,10,935,961,16,5,1,0,0
920,1,0.5,0,2,0,46,0.8,149,3,3,1421,2608,6,2,0,1,0
1715,0,1.9,0,4,1,3,0.1,171,5,6,1652,514,7,13,0,0,0
1841,1,1.3,1,6,0,14,0.6,167,8,8,672,2304,7,18,0,1,0
